1 79.6 79.6 0 0 0 0 0 0 0
2 99.0 49.9 49.1 0 0 0 0 0 0
3 99.0 33.0 33.0 33.0 0 0 0 0 0
4 99.0 24.8 24.7 24.8 24.7 0 0 0 0
5 99.0 19.8 19.8 19.8 19.8 19.8 0 0 0
6 99.0 16.5 18.2 16.5 16.5 14.8 16.5 0 0
7 98.7 14.1 14.1 14.1 14.1 14.1 14.1 14.1 0
8 99.2 12.4 12.4 12.4 12.4 12.4 12.4 12.4 12.4
